DiaChi,TinhTrangBDS,DienTich,Gia/m2,Phongngu,TenPhanKhu,SoTang,PhongTam,Loai,GiayTo,MaCanHo,TinhTrangNoiThat,HuongCuaChinh,HuongBanCong,DacDiem,Gia
"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,,"44,17 triệu/m²",2 phòng,,,1 phòng,Chung cư,Sổ hồng riêng,,,,,,"2,65 tỷ"
"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,,"50,97 triệu/m²",1 phòng,,,1 phòng,Chung cư,1,,,,,,"1,58 tỷ"
"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,,"43,75 triệu/m²",3 phòng,,,2 phòng,Chung cư,Sổ hồng riêng,,,,,,"3,5 tỷ"
"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,,"42,86 triệu/m²",2 phòng,,,2 phòng,Chung cư,1,,,,,,3 tỷ
"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,,"46,81 triệu/m²",1 phòng,,,1 phòng,Chung cư,Sổ hồng riêng,,,,,,"2,2 tỷ"
"Đường Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",Đã bàn giao,,"44,34 triệu/m²",3 phòng,CT6A,11,2 phòng,,,,,,,,"3,68 tỷ"
"Phố Hoàng Ngân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Đã bàn giao,,"37,50 triệu/m²",1 phòng,,,1 phòng,,,,,Bắc,Nam,,"1,5 tỷ"
"Phố Thįnh Liệt, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",Đã bàn giao,,"47,57 triệu/m²",3 phòng,,,2 phòng,Chung cư,Sổ hồng riêng,,,,,,"3,33 tỷ"
"Đường Nghiêm Xuân Yêm, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Đã bàn giao,,"51,11 triệu/m²",1 phòng,,,,Chung cư,Sổ hồng riêng,,,Đông,,,"2,3 tỷ"
"Đường Lê Đức Thọ, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Đã bàn giao,,"64,29 triệu/m²",1 phòng,,,1 phòng,Chung cư,Sổ hồng riêng,,,,,,"3,6 tỷ"
"Lô A10-A14, Yên Hòa, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Đã bàn giao,,"68,18 triệu/m²",1 phòng,,,1 phòng,Chung cư,Sổ hồng riêng,,,,,,3 tỷ
"Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",Đã bàn giao,,"46,21 triệu/m²",2 phòng,,,2 phòng,Chung cư,Sổ hồng riêng,,,,,,"3,05 tỷ"
"GH3 - CT17 - KĐT Việt Hưng, Đường Nguyễn Cao Luyện, Phường Việt Hưng, Quận Long Biên, Hà Nội",Đã bàn giao,,"46,20 triệu/m²",2 phòng,GH3,4,,,,,,Đông Nam,,,"3,4 tỷ"
"Phố Nguyên Hồng, Phường Thành Công, Quận Ba Đình, Hà Nội",Đã bàn giao,,50 triệu/m²,2 phòng,5,4,1 phòng,,,,,,,,"3,5 tỷ"
"102, Đường Nguyễn Trãi, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Đã bàn giao,,"77,98 triệu/m²",3 phòng,,15,2 phòng,,,,,Đông Nam,,,"8,5 tỷ"
,,,,,,,,,,,,,,,
"Lê Trọng Tấn, Phường Quang Trung, Quận Hà Đông, Hà Nội",Đã bàn giao,,"58,53 triệu/m²",2 phòng,,,2 phòng,Chung cư,Sổ hồng riêng,,,,,,"3,98 tỷ"
"5, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Đã bàn giao,,"58,87 triệu/m²",2 phòng,,,2 phòng,Chung cư,Sổ hồng riêng,,,,,,"3,65 tỷ"
,,,,,,,,,,,,,,,
"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,,"36,86 triệu/m²",1 phòng,08,6,1 phòng,,,,,,,,"1,29 tỷ"
"Phố Lò Đúc, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội",Đã bàn giao,,"47,60 triệu/m²",2 phòng,,,,"Tập thể, cư xá",Sổ hồng riêng,,Nội thất cao cấp,,,,"2,38 tỷ"
"Phố Nguyễn Phan Chánh, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Đã bàn giao,,"34,29 triệu/m²",3 phòng,,,2 phòng,Chung cư,Hợp đồng mua bán,,,,,,"2,4 tỷ"
"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Chưa bàn giao,,"44,92 triệu/m²",2 phòng,,,1 phòng,Chung cư,Sổ hồng riêng,,,,,,"2,65 tỷ"
"Phố Nguyễn Phan Chánh, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Đã bàn giao,48 m²,"32,29 triệu/m²",2 phòng,,,,Chung cư,Hợp đồng mua bán,,,,,,"1,55 tỷ"
"Ngõ 328 Tập thể F8, Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",Đã bàn giao,,"80,56 triệu/m²",2 phòng,,,1 phòng,"Tập thể, cư xá",Sổ hồng riêng,,,,,,"2,9 tỷ"
"Phố Hàm Nghi, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Chưa bàn giao,,"57,55 triệu/m²",3 phòng,,,2 phòng,Chung cư,Sổ hồng riêng,,,,,,"6,1 tỷ"
"B6, Phố Nghĩa Tân, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",Đã bàn giao,,"65,45 triệu/m²",1 phòng,b,2,,,,,,Đông Bắc,,,"3,6 tỷ"
"TT Điện lực ngõ 36, Phố Lương Định Của, Phường Phương Mai, Quận Đống Đa, Hà Nội",Đã bàn giao,,"82,86 triệu/m²",2 phòng,,,1 phòng,"Tập thể, cư xá",Sổ hồng riêng,,,,,,"2,9 tỷ"
"Phố Lò Đúc, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội",Đã bàn giao,,"47,60 triệu/m²",2 phòng,,,,"Tập thể, cư xá",Sổ hồng riêng,,Nội thất cao cấp,,,,"2,38 tỷ"
"Tập thể nhà A8, Phường Nam Đồng, Quận Đống Đa, Hà Nội",Chưa bàn giao,,70 triệu/m²,4 phòng,,2,1 phòng,,,,,Tây,,,"5,25 tỷ"
"1511, Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Chưa bàn giao,,"68,57 triệu/m²",2 phòng,CT1,15,,,,,,Bắc,,,"4,8 tỷ"
"Đường Đa Tốn, Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",Chưa bàn giao,,50 triệu/m²,2 phòng,,,2 phòng,Chung cư,Sổ hồng riêng,,,,,,"3,2 tỷ"
"Đường Phú Mỹ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,,"145,19 triệu/m²",9 phòng,,,Nhiều hơn 6 phòng,"Căn hộ dịch vụ, mini",Sổ hồng riêng,,,,,,"7,55 tỷ"
"Ngõ 87 Đường Yên Xá, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",Chưa bàn giao,38 m²,"215,79 triệu/m²",nhiều hơn 10 phòng,,,,"Căn hộ dịch vụ, mini",Sổ hồng riêng,,,,,,"8,2 tỷ"
"8/3, Phường Đồng Nhân, Quận Hai Bà Trưng, Hà Nội",Chưa bàn giao,,"43,64 triệu/m²",2 phòng,,,1 phòng,"Tập thể, cư xá",Sổ hồng riêng,,,,,,"2,4 tỷ"
"Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Đã bàn giao,,240 triệu/m²,9 phòng,,,Nhiều hơn 6 phòng,"Căn hộ dịch vụ, mini",Sổ hồng riêng,,,,,,"10,8 tỷ"
"Phố Thành Công, Phường Thành Công, Quận Ba Đình, Hà Nội",Chưa bàn giao,,63 triệu/m²,2 phòng,,,1 phòng,"Tập thể, cư xá",Sổ hồng riêng,,,,,,"3,15 tỷ"
"Phố Ba La, Phường Phú Lương, Quận Hà Đông, Hà Nội",Chưa bàn giao,,"311,37 triệu/m²",nhiều hơn 10 phòng,,,Nhiều hơn 6 phòng,"Căn hộ dịch vụ, mini",Sổ hồng riêng,,,,,,"15,88 tỷ"
"Ngụy Như Kon Tum, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Đã bàn giao,,"61,20 triệu/m²",3 phòng,,,3 phòng,Chung cư,Sổ hồng riêng,,,,,,"9,18 tỷ"
"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Chưa bàn giao,,"68,60 triệu/m²",1 phòng,,,1 phòng,Chung cư,Hợp đồng mua bán,,,,,,"2,95 tỷ"
"610, Phố Trần Thủ Độ, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Đã bàn giao,,"46,39 triệu/m²",3 phòng,Hoàng Mai,6,2 phòng,,,,,,,,"3,85 tỷ"
"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,,"65,08 triệu/m²",2 phòng,,,2 phòng,Chung cư,Hợp đồng mua bán,,,,,,"4,1 tỷ"
"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,,"73,95 triệu/m²",1 phòng,,,1 phòng,Chung cư,Sổ hồng riêng,,,,,,"3,18 tỷ"
"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,,"74,42 triệu/m²",1 phòng,,,1 phòng,Chung cư,Đang chờ sổ,,,,,,"3,2 tỷ"
,,,,,,,,,,,,,,,
"Ngõ 6 Vĩnh Phúc, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",Đã bàn giao,,55 triệu/m²,3 phòng,,,2 phòng,"Tập thể, cư xá",Sổ hồng riêng,,,,,,"5,5 tỷ"
,,,,,,,,,,,,,,,
"Ngọc Hồi, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Chưa bàn giao,,"35,71 triệu/m²",3 phòng,,,1 phòng,"Tập thể, cư xá",Sổ hồng riêng,,,,,,"2,5 tỷ"
"Phố Nam Đồng, Phường Nam Đồng, Quận Đống Đa, Hà Nội",Chưa bàn giao,,"46,55 triệu/m²",2 phòng,,,1 phòng,"Tập thể, cư xá",Sổ hồng riêng,,,,,,"2,56 tỷ"
"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,,"52,20 triệu/m²",3 phòng,,,2 phòng,Chung cư,Sổ hồng riêng,,,,,,"4,75 tỷ"
"Phúc Lợi, Phường Giang Biên, Quận Long Biên, Hà Nội",Đã bàn giao,,"43,41 triệu/m²",3 phòng,B1,12,,,,,,Nam,,,"2,6 tỷ"
,,,,,,,,,,,,,,,
"Tô Hiệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Chưa bàn giao,,"62,58 triệu/m²",3 phòng,,8,2 phòng,,,,,Đông,,,"5,2 tỷ"
"Xa La, Phường Biên Giang, Quận Hà Đông, Hà Nội",Đã bàn giao,,50 triệu/m²,3 phòng,,,3 phòng,Chung cư,1,,,,,,"3,5 tỷ"
"Phố Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội",Đã bàn giao,,50 triệu/m²,3 phòng,CT 4C,24,,Chung cư,,,,,,,"3,5 tỷ"
"282, Đường Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",Chưa bàn giao,76 m²,"45,13 triệu/m²",3 phòng,,,,Chung cư,Sổ hồng riêng,,,,,,"3,43 tỷ"
"Ngõ Thổ Quan, Phường Thổ Quan, Quận Đống Đa, Hà Nội",Đã bàn giao,,"49,09 triệu/m²",2 phòng,,,1 phòng,"Tập thể, cư xá",Sổ hồng riêng,,,,,,"2,7 tỷ"
"Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Đã bàn giao,,"38,79 triệu/m²",2 phòng,,26,,Chung cư,Hợp đồng mua bán,,,,,,"2,56 tỷ"
"00, An Dương Vương, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",Chưa bàn giao,,56 triệu/m²,3 phòng,,17,2 phòng,Chung cư,,,,,,,"5,6 tỷ"
"Phố Bùi Thiện Ngộ, Phường Giang Biên, Quận Long Biên, Hà Nội",Chưa bàn giao,74 m²,"47,30 triệu/m²",2 phòng,,,,Chung cư,Sổ hồng riêng,,,,,,"3,5 tỷ"
"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,,"77,50 triệu/m²",1 phòng,,,,Chung cư,Đang chờ sổ,,,,Đông Bắc,,"3,72 tỷ"
"Hưng Chính, Xã Đông Hội, Huyện Đông Anh, Hà Nội",Chưa bàn giao,46.4 m²,"116,38 triệu/m²",1 phòng,,,,Chung cư,Hợp đồng mua bán,,,,,,"5,4 tỷ"
"151, Nguyễn Đức Cảnh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",Chưa bàn giao,,"52,78 triệu/m²",3 phòng,,,2 phòng,Chung cư,Sổ hồng riêng,,,,,,"4,75 tỷ"
"Đại Mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,,"61,72 triệu/m²",2 phòng,,,2 phòng,Chung cư,Sổ hồng riêng,,,,,,"3,95 tỷ"
"Phố Mạc Thái Tổ, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",Đã bàn giao,,"56,37 triệu/m²",3 phòng,,,2 phòng,Chung cư,Sổ hồng riêng,,,,,,"5,75 tỷ"
"Đường Trần Khát Chân, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Đã bàn giao,,"99,41 triệu/m²",2 phòng,,,2 phòng,"Tập thể, cư xá",Hợp đồng mua bán,,,,,,"1,69 tỷ"
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"Ngõ 48, Hoàng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Đã bàn giao,,"51,32 triệu/m²",3 phòng,,20,2 phòng,Chung cư,,,,,,,"3,9 tỷ"
"AN DƯƠNG, Phường Phúc Xá, Quận Ba Đình, Hà Nội",Đã bàn giao,,41 triệu/m²,2 phòng,,2,2 phòng,"Tập thể, cư xá",,,,,,,"2,87 tỷ"
"Cầu Bắc Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Chưa bàn giao,,"40,87 triệu/m²",2 phòng,,,1 phòng,Chung cư,Hợp đồng mua bán,,,,,,"1,88 tỷ"
"Phố Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Hà Nội",Đã bàn giao,76 m²,"57,24 triệu/m²",2 phòng,,,,Chung cư,Sổ hồng riêng,,,,,,"4,35 tỷ"
"250, Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Đã bàn giao,,"66,25 triệu/m²",2 phòng,,6,2 phòng,,,,,,Đông Nam,,"5,3 tỷ"
"10, Đường Phú Mỹ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Chưa bàn giao,,"198,11 triệu/m²",9 phòng,,,Nhiều hơn 6 phòng,"Căn hộ dịch vụ, mini",Sổ hồng riêng,,,,,,"10,5 tỷ"
"Tầng 15, Phố Nguyễn Phan Chánh, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Chưa bàn giao,,"39,39 triệu/m²",2 phòng,,15,2 phòng,,,,,,Đông Nam,,"2,6 tỷ"
"Phố Trần Hữu Dực, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,,"53,80 triệu/m²",3 phòng,,,2 phòng,Chung cư,Sổ hồng riêng,,,,,,"4,95 tỷ"
"Trần Văn Lai, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,,"62,30 triệu/m²",3 phòng,,,2 phòng,Chung cư,Sổ hồng riêng,,,,,,"7,85 tỷ"
"Nhân Mỹ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,,"50,48 triệu/m²",3 phòng,,,2 phòng,Chung cư,Sổ hồng riêng,,,,,,"5,25 tỷ"
"378, Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Đã bàn giao,,"100,75 triệu/m²",3 phòng,,10,2 phòng,Chung cư,,,,,,,"13,5 tỷ"
"Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Chưa bàn giao,,40 triệu/m²,2 phòng,,,2 phòng,Chung cư,Đang chờ sổ,,,,,,"2,4 tỷ"
"Phố Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Chưa bàn giao,,"57,50 triệu/m²",1 phòng,,,1 phòng,Chung cư,Sổ hồng riêng,,,,,,"2,3 tỷ"
"Phố Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Chưa bàn giao,56 m²,"40,71 triệu/m²",2 phòng,,,,Chung cư,Hợp đồng mua bán,,,,,,"2,28 tỷ"
"Phố Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",Đã bàn giao,,"146,15 triệu/m²",7 phòng,,,Nhiều hơn 6 phòng,"Căn hộ dịch vụ, mini",Sổ hồng riêng,,,,,,"7,6 tỷ"
"Phố Trịnh Đình Cửu, Phường Định Công, Quận Hoàng Mai, Hà Nội",Chưa bàn giao,,"53,50 triệu/m²",3 phòng,,,2 phòng,Chung cư,Sổ hồng riêng,,,,,,"5,35 tỷ"
"Phố Nguyễn Công Trứ, Phường Đồng Nhân, Quận Hai Bà Trưng, Hà Nội",Đã bàn giao,,"30,67 triệu/m²",4 phòng,,,2 phòng,"Tập thể, cư xá",Sổ hồng riêng,,,,,,"3,68 tỷ"
"khu đô thị Thanh Hà, Xã Cự Khê, Huyện Thanh Oai, Hà Nội",Đã bàn giao,,"29,59 triệu/m²",3 phòng,,,2 phòng,Chung cư,Hợp đồng mua bán,,,,,,"2,19 tỷ"
"Nhân Mỹ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,,"57,91 triệu/m²",3 phòng,,,2 phòng,,,,,Bắc,Nam,,"4,98 tỷ"
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"Số 283, Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Đã bàn giao,,"58,89 triệu/m²",3 phòng,,,,Chung cư,Sổ hồng riêng,,Nội thất đầy đủ,,,,"5,3 tỷ"
"Đường Tam Trinh, Phường Mai Động, Quận Hoàng Mai, Hà Nội",Đã bàn giao,,"53,12 triệu/m²",2 phòng,,,2 phòng,Chung cư,Sổ hồng riêng,,,,,,"3,4 tỷ"
"Phố Kim Đồng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",Đã bàn giao,,45 triệu/m²,3 phòng,,,2 phòng,"Tập thể, cư xá",Sổ hồng riêng,,,,,,"3,6 tỷ"
"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Đã bàn giao,,"37,29 triệu/m²",2 phòng,,,1 phòng,Chung cư,Hợp đồng mua bán,,,,,,"1,79 tỷ"
"Đường Nguyễn Trãi, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Đã bàn giao,,"36,67 triệu/m²",1 phòng,,,1 phòng,"Tập thể, cư xá",Hợp đồng mua bán,,,,,,"1,1 tỷ"
"S109, Đường Hải Đăng, Xã Đa Tốn, Huyện Gia Lâm, Hà Nội",Đã bàn giao,,"55,35 triệu/m²",1 phòng,S109,5,,,,,,Đông Nam,,,"2,38 tỷ"
"Phố Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Đã bàn giao,,"36,92 triệu/m²",2 phòng,8,2,1 phòng,,,,,,,,"1,92 tỷ"
"Đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",Đã bàn giao,,"37,69 triệu/m²",2 phòng,11,9,1 phòng,,,,,,,,"1,96 tỷ"
"Đường Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",Đã bàn giao,,"34,91 triệu/m²",2 phòng,8,2,1 phòng,,,,,,,,"1,92 tỷ"
"Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",Đã bàn giao,,"48,53 triệu/m²",2 phòng,,,2 phòng,,,,,Đông Nam,Tây Bắc,,"3,3 tỷ"
"Bùi Chang Chước, Phường Nhật Tân, Quận Tây Hồ, Hà Nội",Chưa bàn giao,,"54,38 triệu/m²",2 phòng,,,2 phòng,Chung cư,Sổ hồng riêng,,,,,,"4,35 tỷ"
"Lạc Long Quân, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",Đã bàn giao,,"69,17 triệu/m²",3 phòng,,,2 phòng,Chung cư,Sổ hồng riêng,,,,,,"8,3 tỷ"
"Lạc Long Quân, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",Đã bàn giao,,"67,86 triệu/m²",2 phòng,,8,2 phòng,Chung cư,,,,,,,"4,75 tỷ"
"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Đã bàn giao,,"55,71 triệu/m²",2 phòng,,,2 phòng,Chung cư,Sổ hồng riêng,,,,,,"3,9 tỷ"
"Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",Đã bàn giao,,"52,94 triệu/m²",1 phòng,,,1 phòng,"Tập thể, cư xá",Sổ hồng riêng,,,,,,"1,8 tỷ"
"Đường Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Đã bàn giao,,"48,88 triệu/m²",2 phòng,,,2 phòng,,,,,Tây Nam,Đông Nam,,"4,35 tỷ"
"Xã Tân Triều, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",Chưa bàn giao,,"41,28 triệu/m²",2 phòng,,,2 phòng,,,,,Tây,Đông,,"3,55 tỷ"
"151A, Đường Nguyễn Đức Cảnh, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Đã bàn giao,,"52,84 triệu/m²",2 phòng,A1,,2 phòng,Chung cư,,,,,,,"4,65 tỷ"
"Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",Đã bàn giao,68 m²,"69,85 triệu/m²",2 phòng,,,,Chung cư,Sổ hồng riêng,,,,,,"4,75 tỷ"
"Đường Láng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Chưa bàn giao,90 m²,135 triệu/m²,3 phòng,,,,Chung cư,Hợp đồng mua bán,,,,,,"12,15 tỷ"
"Phố Núi Trúc, Phường Giảng Võ, Quận Ba Đình, Hà Nội",Chưa bàn giao,,"49,40 triệu/m²",2 phòng,,5,1 phòng,"Tập thể, cư xá",,,,,,,"2,47 tỷ"
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"Đường Phạm Văn Đồng, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",Đã bàn giao,,"67,69 triệu/m²",2 phòng,,,2 phòng,Chung cư,Sổ hồng riêng,,,,,,"4,4 tỷ"
"Phố Khương Trung, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Đã bàn giao,,"34,36 triệu/m²",2 phòng,,,1 phòng,Chung cư,Hợp đồng mua bán,,,,,,"1,89 tỷ"
"Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Đã bàn giao,,"48,15 triệu/m²",2 phòng,s2,15,,,,,,Tây Bắc,,,"2,6 tỷ"
"Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Chưa bàn giao,,"64,55 triệu/m²",2 phòng,,,1 phòng,Chung cư,,,,,Đông Nam,,"3,55 tỷ"
"21, Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,,53 triệu/m²,3 phòng,A,34,,,,,,Tây Bắc,,,"5,3 tỷ"
"Đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",Chưa bàn giao,,"46,86 triệu/m²",3 phòng,,,2 phòng,"Tập thể, cư xá",Sổ hồng riêng,,,,,,"3,28 tỷ"
"Chung cư Sông Nhuệ, Cầu Bươu, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Đã bàn giao,,54 triệu/m²,2 phòng,B,,,Chung cư,Sổ hồng riêng,,,,,,"2,7 tỷ"
"Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Chưa bàn giao,47 m²,"222,34 triệu/m²",10 phòng,,,,"Căn hộ dịch vụ, mini",Sổ hồng riêng,,,,,,"10,45 tỷ"
"thịnh quang, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",Đã bàn giao,54 m²,"29,63 triệu/m²",2 phòng,,,,Chung cư,Sổ hồng riêng,,,,,,"1,6 tỷ"
"Yên Nghĩa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Đã bàn giao,,"54,63 triệu/m²",2 phòng,,,1 phòng,,,,,Đông Bắc,Tây Nam,,"2,95 tỷ"
"Đường Trường Chinh, Phường Khương Thượng, Quận Đống Đa, Hà Nội",Đã bàn giao,,"35,19 triệu/m²",2 phòng,,,,Chung cư,Sổ hồng riêng,,Nội thất cao cấp,,,,"1,83 tỷ"
"Ngõ Thịnh Quang, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",Đã bàn giao,,"35,11 triệu/m²",2 phòng,,,2 phòng,Chung cư,Hợp đồng mua bán,,,,,,"1,58 tỷ"
"Đường Hoàng Hoa Thám, Phường Ngọc Hà, Quận Ba Đình, Hà Nội",Đã bàn giao,,33 triệu/m²,2 phòng,,2,1 phòng,Chung cư,,,,,,,"1,65 tỷ"
"Phố Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Đã bàn giao,,"34,40 triệu/m²",2 phòng,,,1 phòng,Chung cư,Hợp đồng mua bán,,,,,,"1,72 tỷ"
"Phố Thái Thịnh, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",Đã bàn giao,50 m²,"31,80 triệu/m²",2 phòng,,,,Chung cư,Hợp đồng mua bán,,,,,,"1,59 tỷ"
"Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Đã bàn giao,,"30,55 triệu/m²",2 phòng,,,1 phòng,Chung cư,Sổ hồng riêng,,,,,,"1,68 tỷ"
"Nguyễn Đức Cảnh, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",Chưa bàn giao,,"55,71 triệu/m²",2 phòng,,16,,Chung cư,Hợp đồng mua bán,,,,,,"3,9 tỷ"
"Đường Mễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Đã bàn giao,,"54,05 triệu/m²",2 phòng,,,2 phòng,Chung cư,Hợp đồng đặt cọc,,,,,,4 tỷ
"Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Đã bàn giao,,200 triệu/m²,nhiều hơn 10 phòng,,7,Nhiều hơn 6 phòng,"Căn hộ dịch vụ, mini",,,,,,,20 tỷ
"Phố Bạch Mai, Phường Cầu Dền, Quận Hai Bà Trưng, Hà Nội",Chưa bàn giao,,63 triệu/m²,2 phòng,,1,,"Tập thể, cư xá",Sổ hồng riêng,,,,,,"3,15 tỷ"
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
